layer_idx,layer_name,numel,err_mean,err_std,err_abs_max,err_rmse,delta_int8,theoretical_std,std_ratio,err_kurtosis,err_skewness,ks_stat,ks_pvalue,pct_within_half_delta,pct_within_delta,entropy_ratio,pch_std_ratio_mean,pch_std_ratio_median,pch_kurtosis_mean,pch_ks_stat_mean
75,model.output_blocks.2.0.out_layers.3,2359296,1.3407757251115981e-06,0.0011142711155116558,0.004534224048256874,0.0011142719304189086,0.007679706718039325,0.002216940370478691,1.0001578333713659,-0.738159246832272,-0.0004190348497220442,0.012703176403045635,0.07864269753413033,0.9997041490342882,1.0,0.999989329289245,1.0000376486970253,0.9997294461570625,-1.1996851720144974,0.02732393855089322
76,model.output_blocks.2.1.in_layers.2,2359296,-3.0027734965187847e-07,0.0008809752180241048,0.0034979023039340973,0.0008809750434011221,0.006516174068601113,0.001881057426296656,1.0000035953913275,-0.6704710581129372,0.0013236145299379783,0.005407291603088393,0.9302592006688307,0.9998669094509549,1.0,0.9999896731097597,0.9998659817978198,0.9992653385002601,-1.1981433865788316,0.027152410530950875
77,model.output_blocks.2.1.emb_layers.1,524288,-3.9210613067552913e-07,0.0003472001408226788,0.001516716554760933,0.00034720031544566154,0.002906427608700249,0.0008390133811316246,0.9984375740263994,-0.09981336275409092,0.0006405982763238075,0.006930154228210472,0.7200829628109898,0.9999523162841797,1.0,0.9999077211657951,0.9972790155748412,0.9971427596049527,-1.190717622467036,0.03769322537118569
78,model.output_blocks.2.1.cond_emb_layers.1,262144,6.881657554913545e-07,0.000916073564440012,0.002883031964302063,0.0009160738554783165,0.005421717570522639,0.0015651150494056848,1.0003943522550793,-1.01965147231893,0.00030343366874647327,0.010316634559631388,0.23597161031531932,0.9998970031738281,1.0,0.9998511795265435,0.9992877770969578,0.9994763059113769,-1.1946905045401692,0.037910340004600585
79,model.output_blocks.2.1.out_layers.3,2359296,-1.424675701855449e-06,0.0012675178004428744,0.0040816329419612885,0.0012675189645960927,0.007859100037672389,0.002268726761169176,1.0005564363438748,-0.8709983031492108,0.0007368894750447916,0.0076124687194824014,0.6054881528788439,0.999916500515408,1.0,0.9999875949128243,1.000435287238557,1.0006896653353337,-1.1991501922187897,0.02739474795013666
80,model.output_blocks.3.0.in_layers.2,3096576,-4.0069772921924596e-07,0.0009756871731951833,0.0038815587759017944,0.0009756871731951833,0.007743689722902193,0.00223541067301926,1.0004431839582641,-0.4657626164635804,0.0017916356516966996,0.007631276130676268,0.6023391334890322,0.9999925724413029,1.0,0.9999934520243443,1.0003647285165376,1.0005559201525092,-1.200633521892022,0.02704199649952352
81,model.output_blocks.3.0.emb_layers.1,393216,-1.2153090267474909e-07,0.00034810134093277156,0.0018342584371566772,0.000348101370036602,0.003279903038280217,0.0009468264510334774,0.999357943231247,0.866433114686104,-0.0017467774082770041,0.0068403761863708445,0.7348973625097605,0.9996592203776041,1.0,0.9999123279438105,0.9980919875366072,0.9983025899842976,-1.1920142676870193,0.038473451316046216
82,model.output_blocks.3.0.cond_emb_layers.1,196608,-6.442553512897575e-07,0.0008809285936877131,0.0023858100175857544,0.0008809288265183568,0.004679909606618206,0.0013509735355820684,1.0002510575319916,-0.9859974232085271,0.001321236576733556,0.0079312630176544,0.5526476144686601,0.99993896484375,1.0,0.9998147107759443,0.9990084741489517,0.9982729089807761,-1.1910918199932892,0.03873343695886433
83,model.output_blocks.3.0.out_layers.3,1327104,-1.496283744018001e-06,0.0013069745618849993,0.004211306571960449,0.0013069752603769302,0.008046142698272946,0.0023227213263930136,1.000108279000269,-0.8256201905902292,0.0004183138560369493,0.014508354377746557,0.02940827823670522,0.9998809437692902,1.0,0.9999801481733422,0.9999557530549267,1.0003202271749805,-1.1997444515675078,0.027600720863168438
84,model.output_blocks.4.0.in_layers.2,2654208,5.076584557173192e-07,0.0011176678817719221,0.006133547052741051,0.0011176681146025658,0.010723196146056407,0.0030955200907494124,0.9999687008550135,0.11139118486426902,-0.0018582648757575842,0.009083996963500929,0.37898794527443147,0.9996646834008488,1.0,0.9999906147311818,0.9998896120034654,1.0000829856233553,-1.1993648781221171,0.026298591542989014
85,model.output_blocks.4.0.emb_layers.1,393216,-7.529588401666842e-07,0.00036677485331892967,0.002854723483324051,0.00036677561001852155,0.005215251539635846,0.001505513440150183,0.9995671039725843,1.9163686315444277,0.009370247062520399,0.005737845039367695,0.8950379191684925,0.9998652140299479,1.0,0.9999020140950703,0.998467612868831,0.9974979508836153,-1.195849204368998,0.03724601034385463
86,model.output_blocks.4.0.cond_emb_layers.1,196608,2.0220520582370227e-06,0.0008678386220708489,0.00240403413772583,0.0008678408921696246,0.004524616040582732,0.0013061441445050696,0.999002906809994,-0.9469565128711706,-0.0006276132422178891,0.012030072879791243,0.10975329956839719,0.9997711181640625,1.0,0.9998232948974501,0.9977768055247974,0.9981356020775292,-1.1892633860455606,0.038462113278607525
87,model.output_blocks.4.0.out_layers.3,1327104,1.4955497817936703e-07,0.0013010733528062701,0.004630271345376968,0.0013010733528062701,0.00921449745733907,0.0026599962937209174,1.0005865819196254,-0.5512537662137147,0.0010457703875623135,0.011283094024658213,0.1555131022099837,0.9999819155092593,1.0,0.9999807774101025,1.0004147797218237,1.0006247284615424,-1.1993860914931098,0.027314034427826598
88,model.output_blocks.5.0.in_layers.2,2211840,9.703328629484531e-08,0.0011445452691987157,0.0056947506964206696,0.0011445452691987157,0.008987249586525865,0.002594395484027531,0.9996433970564186,0.6409668997963216,-0.0012460094443798267,0.0054904014110565,0.9221170489185365,0.9976340964988426,1.0,0.9999885601693306,0.9995398619732653,0.9998994279737513,-1.1990219895983936,0.027769577691952388
89,model.output_blocks.5.0.emb_layers.1,393216,3.2289915452565765e-07,0.00036105039180256426,0.0019680093973875046,0.00036105053732171655,0.003887853284520427,0.0011223265701938196,0.9986377530379754,0.526722401339395,0.0036929404441982797,0.011522259140014701,0.13943705536028528,0.9999771118164062,1.0,0.9999059592972914,0.997425039390925,0.9986501416307496,-1.1912720516248898,0.0384609749695907
90,model.output_blocks.5.0.cond_emb_layers.1,196608,1.0983109177686856e-06,0.0008271629922091961,0.002192605286836624,0.000827163748908788,0.004349018175770917,0.0012554534072459574,0.9988055152317923,-0.9793717872096508,-0.0007192079789921277,0.005466747665405225,0.9244845250658138,0.9999898274739584,1.0,0.9998183397234139,0.9976662152886151,0.9977233716529686,-1.1899185632976952,0.0377766367358466
91,model.output_blocks.5.0.out_layers.3,1327104,-1.3429710179480026e-06,0.0010222147684544325,0.0044260174036026,0.001022215699777007,0.008136274542395525,0.002348740148626378,0.9993663055313696,-0.6055165238645768,0.0022991008522677036,0.0056401086807250644,0.9062278385586938,0.9996857819733797,1.0,0.9999790727483848,0.9991787675624076,0.9991265862611896,-1.197087680910939,0.02802243547141552
92,model.output_blocks.5.2.in_layers.2,1327104,3.391909046968067e-07,0.0009394651860930026,0.004038646817207336,0.0009394651860930026,0.006745668142799317,0.0019473066590545345,1.0004781817328512,-0.46833554394860943,-0.0023824356453808473,0.008832057809829708,0.41395928188414377,0.9991334514853395,1.0,0.9999817675543702,1.0003188124880193,1.0001948442922788,-1.1998419990453197,0.0266299565055718
93,model.output_blocks.5.2.emb_layers.1,393216,-7.97619122749893e-07,0.00035408628173172474,0.0015363916754722595,0.0003540871839504689,0.00297937067005578,0.0008600702291861901,0.9993316174716019,-0.38017950110882737,0.001508693193848056,0.004934976387023893,0.9669620366487713,0.9999542236328125,1.0,0.9999041889060956,0.9982444126633236,0.9989338920244146,-1.1923747506936009,0.03735749621409923
94,model.output_blocks.5.2.cond_emb_layers.1,196608,1.769902951309632e-06,0.0008879563538357615,0.002481237053871155,0.0008879581582732499,0.004889115573853019,0.0014113660963316161,0.9985386442957821,-0.9891362715202843,-0.005076441596989114,0.012979556655883795,0.06822290312365964,0.9999593098958334,1.0,0.9998028727142043,0.9973339517786236,0.9973950223253166,-1.1932284804607143,0.03827390850832065
95,model.output_blocks.5.2.out_layers.3,1327104,-1.7441548152419273e-06,0.0011163658928126097,0.00760747492313385,0.0011163672897964716,0.013663858879269578,0.0039444163010576745,1.0006735085455907,0.4548744570930361,0.0019073472600032123,0.005739977741241464,0.8947867987978492,0.9997332537615741,1.0,0.999980076404176,1.000508720904518,1.0006991116373238,-1.200299377727279,0.026952306906382242
96,model.output_blocks.6.0.in_layers.2,1474560,-3.852200904930214e-07,0.0011407581623643637,0.006450153887271881,0.0011407582787796855,0.011414853137309156,0.003295184265792743,1.0000743136084134,0.01417844562193693,0.0008903473195723669,0.011455630111694343,0.14377449042291202,0.9995585123697917,1.0,0.9999819644902442,0.9999703804933243,1.0003661165873816,-1.1999452019431787,0.02679322347603738
97,model.output_blocks.6.0.emb_layers.1,262144,-1.9651625393635186e-07,0.00040136498864740133,0.0022982489317655563,0.00040136504685506225,0.0042686997436162995,0.0012322674730332786,0.9994867845960984,1.1511088790024582,-0.012801637179221417,0.006109062767028828,0.8472239787687752,0.999847412109375,1.0,0.9998722890457721,0.998371979008617,0.9983538994060372,-1.1952237730915738,0.037619221897330135
98,model.output_blocks.6.0.cond_emb_layers.1,131072,1.2537232123577269e-06,0.0007988570141606033,0.0026045292615890503,0.0007988580036908388,0.004930414787427647,0.0014232881523689317,0.9962589367487888,-0.7795285405317784,0.001507161031152439,0.01257428321838383,0.08394422631983145,0.9998245239257812,1.0,0.9997489420938352,0.9951443332018342,0.9965361315121108,-1.1835377715503193,0.03782022139057517
99,model.output_blocks.6.0.out_layers.3,589824,-3.928666956198867e-06,0.0016051542479544878,0.010366983711719513,0.0016051591373980045,0.018614740822258898,0.005373612812313145,1.0001238679795101,1.282241618734517,-0.006618571387573353,0.0086880687713623,0.4347682290737035,0.9996371799045138,1.0,0.9999549308621817,0.9998690597904745,0.9988195556369364,-1.1997760208127206,0.02698202320560813
100,model.output_blocks.7.0.in_layers.2,1179648,1.5292243915610015e-06,0.0013053524307906628,0.005689509212970734,0.001305353594943881,0.009123577611652885,0.002633749995030118,1.0004897444194405,-0.09378044862063284,0.0009125135782202219,0.010269786643981926,0.2405512614569384,0.9989844428168403,1.0,0.9999780667452622,1.0003605267994766,1.0004837565995996,-1.1996839741034182,0.02752524251397699
101,model.output_blocks.7.0.emb_layers.1,262144,-1.1675795121846022e-06,0.0003798632533289492,0.001788027584552765,0.0003798649995587766,0.0034750072270866455,0.0010031481789971848,0.998578803984025,0.5698557769775783,0.007194587368047526,0.013860580635070813,0.042489605847282785,0.9998817443847656,1.0,0.9998760835096968,0.9974388681441667,0.9969165129294144,-1.1907319122830229,0.03819043864496052
102,model.output_blocks.7.0.cond_emb_layers.1,131072,-2.9347638701437972e-06,0.0007698970148339868,0.002351433038711548,0.0007699026609770954,0.004530622499195609,0.00130787805975358,1.0013634499248387,-0.7585924886466766,0.0023697360141719296,0.011510133647918752,0.14021842928429007,0.9998626708984375,1.0,0.9997786866425095,1.0003141631362584,1.0003203820323903,-1.1954860877267546,0.03714873094577342
103,model.output_blocks.7.0.out_layers.3,589824,-9.97621441456431e-07,0.0012748539447784424,0.0056745074689388275,0.001274854177609086,0.011226900449887974,0.0032409269984539765,0.999586099814838,-0.061920818927050814,0.00028007355374851556,0.006629863452911389,0.7689925251097511,0.9999525282118056,1.0,0.999958224837808,0.9993146501001051,0.99917908292307,-1.1963067731321215,0.027504293713718653
104,model.output_blocks.8.0.in_layers.2,884736,-2.7824023618450155e-07,0.0013695554807782173,0.006897889077663422,0.0013695554807782173,0.010637268776030053,0.0030707149956416763,1.0002764541471785,0.983425717693386,0.0019732104508414054,0.007777946472168007,0.577902049245858,0.9972997594762731,1.0,0.9999737384550371,1.00012917708836,0.9998394981562063,-1.2001246475692833,0.026790858982130884
105,model.output_blocks.8.0.emb_layers.1,262144,-9.408990564452324e-08,0.000364350009476766,0.0018989890813827515,0.00036435003858059645,0.003274376584788946,0.0009452311013280528,0.9987994241736783,0.45413973887429204,-0.011889359796556236,0.008136745166778564,0.5194055593573942,0.9994735717773438,1.0,0.9998624364681948,0.9975575520324393,0.9976611705934151,-1.1902300444169243,0.03822503529954702
106,model.output_blocks.8.0.cond_emb_layers.1,131072,-2.189335191360442e-06,0.0007226531160995364,0.002351224422454834,0.0007226564921438694,0.004598646182713546,0.0013275148057487556,0.9997633599297817,-0.6026320508550138,-0.002687482568286869,0.013530597925186183,0.050920009492577134,0.9999313354492188,1.0,0.9997649536916391,0.998497866387724,0.9978318234588792,-1.1924301285173131,0.038787034689448774
107,model.output_blocks.8.0.out_layers.3,589824,-1.615486411310485e-07,0.0011188662610948086,0.008088922128081322,0.0011188662610948086,0.013894544811699334,0.004011009593650965,1.001301610199241,1.8108424966212207,0.007877958766193448,0.013383374786376967,0.05512489908710072,0.9994540744357638,1.0,0.9999559306362377,1.0010257627760382,1.000408341041087,-1.199820126986785,0.027770881502889096
108,model.output_blocks.8.1.in_layers.2,589824,-4.775777711074625e-07,0.0009808839531615376,0.005633987486362457,0.0009808839531615376,0.008653152646042231,0.0024979500047657022,1.0003382938727763,0.2957533883205694,-0.0011333952594074761,0.009035789299011276,0.3855342767685699,0.9990861680772569,1.0,0.9999514946149386,1.000070985383929,1.0002518318190399,-1.199641792572324,0.027604466333054006
109,model.output_blocks.8.1.emb_layers.1,262144,5.557290023716632e-07,0.00039111208752729,0.0019289124757051468,0.0003911124949809164,0.003611669531018715,0.0010425991879788124,0.9995148654063866,0.2989563701103486,-0.006451056370409238,0.008492801856994636,0.46388976628017586,0.9998588562011719,1.0,0.999881193622292,0.9983516737340477,0.9987090390655634,-1.1936246443579788,0.03856666845967993
110,model.output_blocks.8.1.cond_emb_layers.1,131072,-3.5195148484490346e-06,0.000868393515702337,0.0034989863634109497,0.0008684006752446294,0.0064557427027094084,0.0018636123936141198,0.9994094591295329,-0.5046584079857905,-0.0048052562198754095,0.006649485301971403,0.765859952454654,0.999725341796875,1.0,0.9997563396593738,0.9981079471251176,0.9978093175153394,-1.187453413231502,0.03870517772156745
111,model.output_blocks.8.1.out_layers.3,589824,-1.2522983752205619e-06,0.0012302709510549903,0.005127072334289551,0.0012302716495469213,0.00927968898157435,0.002678815465753978,1.0006944659150336,-0.6391334571925849,0.005547003025939227,0.008545425796508743,0.4559429193562077,0.9996253119574653,1.0,0.9999574007408675,1.0004087467352383,1.0009244807875408,-1.1988419226327018,0.027565540006384254
112,model.output_blocks.9.0.in_layers.2,442368,4.4109829104854725e-06,0.0014209121000021696,0.005276981741189957,0.0014209188520908356,0.008259863365353563,0.002384417168728204,1.001475566689445,-0.28662809836697933,-0.006063381472476901,0.009598078536987298,0.31360621971019276,0.9959671585648148,1.0,0.9999440921699351,1.0013196793166836,1.00184722447267,-1.1997850269387953,0.026978901963680982
113,model.output_blocks.9.0.emb_layers.1,131072,-5.965176228528435e-07,0.00034522422356531024,0.001965414732694626,0.00034522474743425846,0.0029573360766012836,0.0008537093899549714,0.9976007245845043,0.25605708326864685,-0.016740860749133935,0.007871893024444576,0.5623865918373787,0.9990386962890625,1.0,0.9997764963454927,0.9963728670388411,0.9981788589139655,-1.189328329340465,0.03857084678020328
114,model.output_blocks.9.0.cond_emb_layers.1,65536,1.367421418763115e-06,0.0007044179947115481,0.0021472126245498657,0.0007044192752800882,0.004295563603949359,0.0012400224015306608,0.9971514316198945,-0.697942926186188,-0.006520469883074238,0.012266836643218981,0.09781402712317899,1.0,1.0,0.999606397998225,0.9960630405124492,0.9963931981229789,-1.1836364856657284,0.0364929276984185
115,model.output_blocks.9.0.out_layers.3,147456,-7.956801709951833e-06,0.0015294780023396015,0.005666729062795639,0.0015294986078515649,0.010681901860424853,0.003083599457286727,1.0014343746184708,-0.3591145242389633,0.0013004963219524748,0.009586445713043235,0.3149949184801868,0.9995388454861112,1.0,0.9998504944714756,1.0010983525900987,0.9990524611810907,-1.2001503761568726,0.02635528497584164
116,model.output_blocks.10.0.in_layers.2,294912,-1.8646018133949838e-06,0.0013517549959942698,0.004306413233280182,0.00135175627656281,0.007488157570831419,0.002161644894626927,1.0003716398349933,-0.5763724145472948,0.0006874506151502254,0.005531960105896017,0.917861894023046,0.9978129069010416,1.0,0.9999101269289394,1.000132366586415,1.0009502903558203,-1.1969196912766176,0.027753393005579705
117,model.output_blocks.10.0.emb_layers.1,131072,-6.922473971826548e-08,0.0003820122219622135,0.0014449022710323334,0.000382012251066044,0.0027761393644678313,0.0008014024046917095,0.9990025970951747,-0.1051010440740816,-0.008372775668983997,0.00847980971336365,0.46586261264831563,0.999755859375,1.0,0.9998060231340453,0.997824328198941,0.9992747848022505,-1.194575190356256,0.0380033403635025
118,model.output_blocks.10.0.cond_emb_layers.1,65536,1.956044798134826e-06,0.0007083218661136925,0.0035359524190425873,0.0007083245436660945,0.006292898354567881,0.0018166032794963596,1.0004740522019266,0.16692512270996218,-0.019188937405929567,0.007864435768127453,0.5636136523635549,0.9991455078125,1.0,0.9995845472198132,0.9992902060192974,0.9990702181640669,-1.1927234481940077,0.03859082283452153
119,model.output_blocks.10.0.out_layers.3,147456,2.1163830297155073e-06,0.001144055975601077,0.0033238285686820745,0.0011440579546615481,0.0066415981983575295,0.0019172642538355267,1.0008776106115451,-0.7268633242815463,-0.0015684106931861705,0.009560263729095464,0.31813593686302144,0.9999864366319444,1.0,0.9998443341016282,1.0003418789831202,0.999357014086789,-1.1976906400629561,0.02709799065999687
120,model.output_blocks.11.0.in_layers.2,294912,8.604176855442347e-07,0.0014819038333371282,0.004855208098888397,0.0014819041825830936,0.00859726672097454,0.002481817127824831,1.0018222408105755,-0.3313076163045796,0.002229886322332022,0.007894329881668105,0.5586996986476147,0.9964124891493056,1.0,0.9999092864922133,1.0015525437268387,1.0018000962009916,-1.2002067355775017,0.027526878334581853
121,model.output_blocks.11.0.emb_layers.1,131072,4.134470827921177e-07,0.00047711250954307616,0.001997441053390503,0.0004771126841660589,0.0036593020900966616,0.001056349523381734,0.9981590371655269,0.15943527409678637,0.0011021977275954907,0.007812956428527862,0.5721060383719292,0.9993133544921875,1.0,0.9997328009519502,0.9968818494693914,0.9970885078924291,-1.1854241557367613,0.03840668767224997
122,model.output_blocks.11.0.cond_emb_layers.1,65536,1.6746589608374052e-06,0.0006382192368619144,0.0021269824355840683,0.0006382214487530291,0.003995482846507876,0.0011533965484869272,0.9974894337260831,-0.5452255927761147,-0.020926658662234792,0.009216493892669653,0.36135754876036197,0.9993743896484375,1.0,0.9996105953871743,0.9963665505502793,0.9956380617742567,-1.194092732534944,0.038004123605787754
123,model.output_blocks.11.0.out_layers.3,147456,2.659275196492672e-06,0.0010826968355104327,0.0042598918080329895,0.0010827002115547657,0.007755911256384662,0.0022389387258422667,1.0011693619713768,-0.18078100516433215,0.0036762790010934467,0.008130421066284144,0.5204168094513952,0.9989691840277778,1.0,0.999849626719595,1.0007374541706502,1.0007503694399271,-1.2007360824028792,0.026075285894796255
124,model.output_blocks.11.1.in_layers.2,147456,-2.6075313144247048e-06,0.0009416915709152818,0.004779726266860962,0.0009416952379979193,0.007350088104488343,0.0021217876728469053,1.0019674970608525,0.9630743586529773,0.010083957086614546,0.007845761108398408,0.5666900375043895,0.9962158203125,1.0,0.9998341424885077,1.001405475160939,1.0021024294838177,-1.1970720588703059,0.027933667296543722
125,model.output_blocks.11.1.emb_layers.1,131072,-2.289095988317058e-07,0.00041767547372728586,0.002680182456970215,0.00041767547372728586,0.004065987514698599,0.0011737494930664468,0.9995921908729519,0.7684869146942193,0.0006972482143300576,0.008363128042221057,0.4837680206576608,0.9990768432617188,1.0,0.9998130167927664,0.9983939235940468,0.9970955797141376,-1.1919287692382454,0.038249194622039795
126,model.output_blocks.11.1.cond_emb_layers.1,65536,3.303939138277201e-06,0.0008141715079545975,0.003914579749107361,0.0008141782600432634,0.006493758028886449,0.0018745864730149427,0.9980603413764261,0.19510416972103828,0.003567218008246434,0.023644596385955785,2.7396417666397107e-05,0.9986114501953125,1.0,0.9995778508425092,0.9967994746027566,0.9978321331736986,-1.1890363775474682,0.039146737195551395
127,model.output_blocks.11.1.out_layers.3,147456,-1.7106447103287792e-06,0.0012708180584013462,0.0063551850616931915,0.0012708192225545645,0.00974046761595358,0.0028118308000518164,1.000299579520357,1.1508643640326301,0.019552834648917983,0.007972585010528555,0.5459024179396468,0.9959038628472222,1.0,0.9998564927501439,0.999792852200835,1.0001311978969014,-1.1950349521512214,0.02775439508073032
128,model.output_blocks.12.0.in_layers.2,294912,-2.5738481781445444e-06,0.0016427880618721247,0.007616517134010792,0.0016427900409325957,0.011421573209011649,0.0032971241833959467,0.9996989392473561,0.6316027845169061,0.005230366953742916,0.00641867618560793,0.8019680315752176,0.9964565700954862,1.0,0.9999126536164783,0.9994702729247916,1.000258955259885,-1.198620695900865,0.026101190181449054
129,model.output_blocks.12.0.emb_layers.1,131072,5.928613973082975e-07,0.00045412068720906973,0.0025593265891075134,0.00045412106555886567,0.0045421095344963976,0.0013111940812151304,0.999302813993402,0.6296017909145912,0.010081435769540311,0.00882634849548336,0.4147732353202117,0.9995269775390625,1.0,0.9997551874988138,0.9981886963922252,0.9995067612019468,-1.1907664835244096,0.03826619824394584
130,model.output_blocks.12.0.cond_emb_layers.1,65536,-3.263216513005318e-06,0.0007896246970631182,0.0026466548442840576,0.0007896314491517842,0.005160470647136058,0.0014896995586345827,0.9975673786222873,-0.49962309225820256,0.0013079987004520036,0.010525031375885008,0.21639017729400567,0.9998321533203125,1.0,0.9995328964544263,0.9964440308742544,0.9973650832261123,-1.1918310719342209,0.037780042039230466
131,model.output_blocks.12.0.out_layers.3,147456,-6.281917194428388e-06,0.001607658457942307,0.013853704556822777,0.0016076709143817425,0.01963641559045146,0.005668544913533257,1.0048870754246315,12.428265565212177,-0.08069637442094814,0.006927458667755126,0.7205296622495676,0.9970431857638888,1.0,0.9998132103078602,1.0043519632258453,1.0036077467441524,-1.2051736021096828,0.027369663435965776
132,model.output_blocks.13.0.in_layers.2,294912,7.648031896678731e-07,0.0017169286729767919,0.006579031236469746,0.0017169289058074355,0.011210262775421143,0.003236124115537919,1.0013651017372087,0.10429758884531504,0.001303831862925683,0.012028990459442113,0.1098105316532515,0.9980027940538194,1.0,0.9999179663976417,1.001090073364524,1.0010699951335007,-1.2013013733551667,0.028908363329246643
133,model.output_blocks.13.0.emb_layers.1,131072,-5.221788228482183e-07,0.0004313549434300512,0.002365194261074066,0.0004313552926760167,0.004343075076426108,0.001253737782242684,0.999061442910852,0.7351305382993609,-0.0011166980142058344,0.010800886869430537,0.1924078469338515,0.9996719360351562,1.0,0.9998003930336435,0.9977663312760954,0.9978405987120942,-1.1877443645225414,0.038329146220348775
134,model.output_blocks.13.0.cond_emb_layers.1,65536,-6.298914740909822e-07,0.0007512611337006092,0.0026895254850387573,0.0007512613665312529,0.0050331762456518455,0.0014529528301529615,1.00010466566071,-0.2725439963348313,-0.0022485201983283203,0.007557116127014152,0.6147724573666056,0.9994659423828125,1.0,0.9995998759615126,0.9989934742193369,0.9984283342009554,-1.194559931592748,0.0366969034075737
135,model.output_blocks.13.0.out_layers.3,147456,3.5822749850922264e-06,0.0016998936189338565,0.009798675775527954,0.001699897344224155,0.019153832450626403,0.005529235160691072,1.0086424708475745,2.3535272568419883,-0.004557224643359463,0.006059372091293341,0.854071103272387,0.9997626410590278,1.0,0.999759885692646,1.008110104141614,1.0078464005235612,-1.209102358104005,0.027386118177324538
136,model.output_blocks.14.0.in_layers.2,294912,4.4183590830471076e-07,0.0012117080623283982,0.004619769752025604,0.00121170817874372,0.009013299866924136,0.002601915552227734,1.000372156026359,-0.24353498507628402,0.00910637297185826,0.005378174972534233,0.9329943965802938,0.9997829861111112,1.0,0.9999097333421817,1.0001140345339956,1.0005035783480383,-1.1978727424412936,0.028001175569370387
137,model.output_blocks.14.0.emb_layers.1,131072,5.437457843981974e-07,0.000572043121792376,0.003782861866056919,0.0005720434128306806,0.006586248011100949,0.0019012860310793852,1.000114989488022,3.6925308185565893,0.004843214288813482,0.008296818208694434,0.49408864110066586,0.9990234375,1.0,0.9997560529140043,0.9991622946054532,0.9977085569607762,-1.1916023344967555,0.03657391178421676
138,model.output_blocks.14.0.cond_emb_layers.1,65536,2.0845864128204994e-06,0.0007329061045311391,0.004269510507583618,0.0007329091313295066,0.007478648752678098,0.0021588999352666794,0.9987972561699429,2.252725712566117,0.016445513743369312,0.008580129671096781,0.4507414663622572,0.9989471435546875,1.0,0.9995330472564617,0.997683048235277,0.9971867907284375,-1.1929573468651662,0.03783919382840395
139,model.output_blocks.14.0.out_layers.3,147456,-3.505479071463924e-06,0.0012470531510189176,0.004049479961395264,0.001247058273293078,0.007979036785486176,0.0023033495179871854,1.0074341700990006,-0.3415948505260995,-0.0036236801187207643,0.009268622303009066,0.3545681519513669,0.9998711480034722,1.0,0.9997533810471488,1.0068563108027515,1.0043858019895069,-1.2033452391998154,0.02802835447527468
