layer_idx,layer_name,block_name,layer_type,fid_sensitivity,w_std,w_kurtosis,w_delta_over_std,pch_delta_over_std_mean,act_std_mean,act_std_cv,act_delta_over_std_mean,act_err_rel_l2_mean,w_err_std_ratio,w_err_kurtosis,w_err_pch_kurtosis_mean,w_err_entropy_ratio
37,model.input_blocks.10.0.emb_layers.1,model.input_blocks.10,emb_layers,0.0,0.0487595871090889,1.6578799583832096,0.0702806956830239,0.024670010432600975,0.13566144950687886,0.33461811725941315,0.13050837158905076,0.04083460232242942,0.9999607515079835,-0.0008740602664585317,-1.194312341585581,0.999888455918548
38,model.input_blocks.10.0.cond_emb_layers.1,model.input_blocks.10,cond_emb_layers,0.0,0.10883786529302597,0.7046343338842274,0.045662428619603464,0.02814670465886593,0.07437130622565746,0.0,0.029901564058852158,0.008735470140818507,0.9995894034395778,-0.9131416319886636,-1.1903117136998098,0.9997891080087394
39,model.input_blocks.10.0.out_layers.3,model.input_blocks.10,out_layers,0.0,0.07457097619771957,3.013706573055618,0.07624016941570219,0.04615761339664459,0.16259557953104375,0.10187232922985993,0.10929591556941648,0.05070127948187292,0.9997081274536636,-0.9076124163446524,-1.1989026698072445,0.9999822469590868
40,model.input_blocks.11.0.in_layers.2,model.input_blocks.11,in_layers,0.0,0.08109775185585022,0.9088340573740568,0.09189547969687276,0.03983307257294655,0.44935902178287507,0.009507882153839414,0.08136032080208792,0.05249557817354798,0.9992689518398193,-0.14623257605208417,-1.198069941372686,0.9999777111581373
41,model.input_blocks.11.0.emb_layers.1,model.input_blocks.11,emb_layers,0.0,0.047003600746393204,1.2208791018019491,0.06312822813954566,0.02408369816839695,0.13566144950687886,0.33461811725941315,0.13122507503094352,0.04097307328134775,0.9989534556771704,-0.13031211814400878,-1.1920477359462756,0.999909108181625
42,model.input_blocks.11.0.cond_emb_layers.1,model.input_blocks.11,cond_emb_layers,0.0,0.10509873926639557,0.6317794285664822,0.04941054436728014,0.028221370652318,0.07437130622565746,0.0,0.029591415146660097,0.010201647055801004,0.9991861547447786,-0.9104691548182982,-1.1907869796043344,0.9998243048713271
43,model.input_blocks.11.0.out_layers.3,model.input_blocks.11,out_layers,0.0,0.07781412452459335,2.290768350469344,0.08075385863542331,0.04450702294707298,0.18172987729310988,0.08279965406845013,0.1099039717488787,0.08788687095046044,1.000194586196596,-0.7561029867259221,-1.198625612547224,0.9999797137582555
44,model.input_blocks.12.0.in_layers.2,model.input_blocks.12,in_layers,0.0,0.08293160796165466,0.22777789851222519,0.052690067320015826,0.03312603011727333,0.3721298500522971,0.038714025084801214,0.07307740395066377,0.022469622765202077,0.9998236510812827,-0.9660458642819334,-1.1986369912512547,0.9999815760623794
45,model.input_blocks.12.0.emb_layers.1,model.input_blocks.12,emb_layers,0.0,0.049898408353328705,0.37335123805446147,0.03694305402423362,0.022549932822585106,0.13566144950687886,0.33461811725941315,0.13116537024379757,0.04258398124948144,1.00004871051668,-0.9031895500289147,-1.1969437470067252,0.9999031558092666
46,model.input_blocks.12.0.cond_emb_layers.1,model.input_blocks.12,cond_emb_layers,0.0,0.10865268856287003,0.45971640411473214,0.04357938320652842,0.02777174301445484,0.07437130622565746,0.0,0.03079126828540075,0.008946807738393545,0.9996181036795047,-1.0043941965954004,-1.194410226385774,0.9998202331006039
