layer_idx,layer_name,numel,w_min,w_max,w_range,w_mean,w_std,w_kurtosis,delta_int8,delta_over_std,precision_ratio,fp32_precision,int8_over_fp32,pch_delta_int8_mean,pch_delta_over_std_mean,pch_delta_over_std_max
58,model.middle_block.0.cond_emb_layers.1,262144,-0.6809754371643066,0.5984969139099121,1.2794723510742188,-0.003094916930422187,0.10028939694166183,0.48114627909704444,0.00503729272076464,0.050227570155243796,0.34733411681618115,1.5252498997142538e-07,33026.015748031496,0.0027441622223705053,0.02755882404744625,0.04990776628255844
59,model.middle_block.0.out_layers.3,2359296,-0.9330735206604004,0.94484543800354,1.8779189586639404,-0.0010939716594293714,0.07634193450212479,0.9544932264538688,0.007393381727023388,0.0968456166999641,0.3473341168161811,2.2386538489627128e-07,33026.015748031496,0.0033874325454235077,0.04429440200328827,0.09518912434577942
60,model.middle_block.2.in_layers.2,2359296,-0.7305209040641785,0.6274434328079224,1.3579643368721008,-0.0020031591411679983,0.08158138394355774,0.08919162718019269,0.005346316286898035,0.0655335326320446,0.3473341168161811,1.6188196383382092e-07,33026.015748031496,0.002607496455311775,0.032082147896289825,0.06845853477716446
61,model.middle_block.2.emb_layers.1,524288,-0.34760695695877075,0.2906367778778076,0.6382437348365784,-0.0009210336720570922,0.04682149738073349,0.8651208962687065,0.002512770609592828,0.053667027970214755,0.3473341168161811,7.608458219010572e-08,33026.015748031496,0.0011027739383280277,0.02403489127755165,0.03977596387267113
62,model.middle_block.2.cond_emb_layers.1,262144,-0.6777521371841431,0.498950719833374,1.176702857017517,-0.0009207973489537835,0.09584859013557434,0.5236275216144399,0.0046326884134547915,0.04833340174178555,0.3473341168161811,1.4027391159743274e-07,33026.015748031496,0.0025918493047356606,0.027240317314863205,0.04566310718655586
63,model.middle_block.2.out_layers.3,2359296,-0.9621927738189697,0.6091492176055908,1.5713419914245605,-0.0011130705242976546,0.07665053755044937,0.3097400466905822,0.006186385793010081,0.08070896813812499,0.3473341168161811,1.8731856243903167e-07,33026.015748031496,0.002752554602921009,0.035899147391319275,0.0920955240726471
64,model.output_blocks.0.0.in_layers.2,4718592,-0.8408308625221252,0.6137296557426453,1.4545605182647705,-0.0011163422605022788,0.07823792845010757,0.09636699442365027,0.0057266162136408285,0.07319488548600189,0.3473341168161811,1.7339712599095947e-07,33026.015748031496,0.0026521803811192513,0.03396492078900337,0.08273975551128387
65,model.output_blocks.0.0.emb_layers.1,524288,-0.3405754566192627,0.3548376262187958,0.6954130828380585,-0.0010991523740813136,0.050349075347185135,1.8801811159730208,0.002737846782827002,0.0543773001568278,0.3473341168161811,8.289969954944354e-08,33026.015748031496,0.0011726567754521966,0.02416311763226986,0.03663646802306175
66,model.output_blocks.0.0.cond_emb_layers.1,262144,-0.5887436270713806,0.5668906569480896,1.1556342840194702,-0.0023417144548147917,0.10203073173761368,0.5210242504538329,0.004549741275667206,0.04459187146989116,0.3473341168161811,1.377623419784868e-07,33026.015748031496,0.002744954079389572,0.02713540568947792,0.03830915689468384
67,model.output_blocks.0.0.out_layers.3,2359296,-0.8618592619895935,0.6857069134712219,1.5475661754608154,-0.0013837652513757348,0.08473964780569077,0.33822000815139486,0.006092780218349667,0.07189999458398269,0.3473341168161811,1.844842643095035e-07,33026.015748031496,0.003198835765942931,0.037741534411907196,0.07803041487932205
68,model.output_blocks.1.0.in_layers.2,4718592,-0.8543577194213867,0.646056056022644,1.5004137754440308,-0.0014533869689330459,0.0792100802063942,0.14229154746156425,0.005907140848204846,0.07457562008191754,0.3473341168161811,1.7886326020288834e-07,33026.015748031496,0.0027756786439567804,0.035208508372306824,0.0894017219543457
69,model.output_blocks.1.0.emb_layers.1,524288,-0.33253753185272217,0.36090511083602905,0.6934426426887512,-0.00097676704172045,0.05511278659105301,2.700376292966215,0.0027300891444439024,0.04953640186354808,0.3473341168161811,8.266480477914229e-08,33026.015748031496,0.0012306631542742252,0.023608805611729622,0.04832879826426506
70,model.output_blocks.1.0.cond_emb_layers.1,262144,-0.5732492804527283,0.6122986078262329,1.1855478882789612,-0.008788269013166428,0.11307919025421143,0.40477344063647536,0.004667511371177013,0.041276483857399245,0.3473341168161811,1.4132832149016394e-07,33026.015748031496,0.00308695575222373,0.02750461921095848,0.03835548087954521
71,model.output_blocks.1.0.out_layers.3,2359296,-1.0015485286712646,1.080371618270874,2.0819201469421387,-0.0013235558290034533,0.09190496057271957,0.9105737363438471,0.008196536011583223,0.0891849140722774,0.3473341168161811,2.4818422161843046e-07,33026.015748031496,0.003890112740918994,0.04224230349063873,0.08880086988210678
72,model.output_blocks.2.0.in_layers.2,4128768,-1.135127067565918,0.7182517051696777,1.8533787727355957,-0.001465805689804256,0.08118895441293716,0.30437044102256605,0.007296766821793684,0.0898738858563388,0.3473341168161811,2.2093996676630923e-07,33026.015748031496,0.0031050038523972034,0.0383945070207119,0.11412558704614639
73,model.output_blocks.2.0.emb_layers.1,524288,-0.40204930305480957,0.33071836829185486,0.7327676713466644,-0.001451941323466599,0.05336512625217438,1.1077425384477797,0.0028849120919160016,0.05405987569914904,0.3473341168161811,8.735271350701623e-08,33026.015748031496,0.0011571788927540183,0.022672895342111588,0.035720404237508774
74,model.output_blocks.2.0.cond_emb_layers.1,262144,-0.655369758605957,0.5744858980178833,1.2298556566238403,-0.00735580874606967,0.1110321432352066,0.4523061690697565,0.0048419514040308675,0.043608555711027196,0.3473341168161811,1.4661021907613758e-07,33026.015748031496,0.003069313708692789,0.027860471978783607,0.04773285612463951
75,model.output_blocks.2.0.out_layers.3,2359296,-1.152252197265625,0.7983933091163635,1.9506455063819885,-0.0018503088504076004,0.09074357897043228,0.8160756894739025,0.007679706718039325,0.08463085548407821,0.3473341168161811,2.3253506498122078e-07,33026.015748031496,0.0037708717864006758,0.0415312722325325,0.09307137876749039
76,model.output_blocks.2.1.in_layers.2,2359296,-0.8885055780410767,0.766602635383606,1.6551082134246826,-0.002275018487125635,0.08117347210645676,0.5324033545658309,0.006516174068601113,0.0802746747111551,0.3473341168161811,1.9730427425201924e-07,33026.015748031496,0.0029751360416412354,0.03761469945311546,0.10271366685628891
77,model.output_blocks.2.1.emb_layers.1,524288,-0.38527193665504456,0.3529606759548187,0.7382326126098633,-0.0008685258217155933,0.05038529634475708,2.0044374089059342,0.002906427608700249,0.05768404315329581,0.3473341168161811,8.800418527243892e-08,33026.015748031496,0.0011419417569413781,0.023687580600380898,0.04630700871348381
78,model.output_blocks.2.1.cond_emb_layers.1,262144,-0.6441081762313843,0.733008086681366,1.3771162629127502,-0.008760423399508,0.11381033807992935,0.43337058154522223,0.005421717570522639,0.047638181749950624,0.3473341168161811,1.6416505133065584e-07,33026.015748031496,0.003138915402814746,0.027776706963777542,0.04254166781902313
79,model.output_blocks.2.1.out_layers.3,2359296,-1.0368459224700928,0.9593654870986938,1.9962114095687866,-0.0018474799580872059,0.09808339178562164,1.8562466748248232,0.007859100037672389,0.08012671558880932,0.3473341168161811,2.3796694392785867e-07,33026.015748031496,0.0043035950511693954,0.0437551811337471,0.09039020538330078
