layer_idx,layer_name,act_std_mean,act_std_cv,delta_over_std_mean,delta_over_std_max,err_rel_l2_mean,err_rel_l2_max
103,model.output_blocks.7.0.out_layers.3,0.3284969370439649,0.05438091009231627,0.09225669438957794,0.10662211073982782,0.03980224356753752,0.050258890725672245
104,model.output_blocks.8.0.in_layers.2,0.3495562207326293,0.02075699143515791,0.10567859349326728,0.10698323918739629,0.03260290954494849,0.033830299973487854
105,model.output_blocks.8.0.emb_layers.1,0.13566144950687886,0.33461811725941315,0.1301377537211295,0.26119530874625335,0.04138106716796756,0.10928941518068314
106,model.output_blocks.8.0.cond_emb_layers.1,0.07437130622565746,0.0,0.03056927085292034,0.03417505113700376,0.010376081328140573,0.05969573184847832
107,model.output_blocks.8.0.out_layers.3,0.28938856365159155,0.08566808518448754,0.10593625327610151,0.1389426758353507,0.03992775756632909,0.048580200877040625
108,model.output_blocks.8.1.in_layers.2,0.34325187627226117,0.013703064393829177,0.09532394431362116,0.0974680478445225,0.029245924137067048,0.030205957824364305
109,model.output_blocks.8.1.emb_layers.1,0.13566144950687886,0.33461811725941315,0.1303581297421397,0.26859920104171736,0.040127533450722695,0.10663656145334244
110,model.output_blocks.8.1.cond_emb_layers.1,0.07437130622565746,0.0,0.030294135470862873,0.03515401839316877,0.02699963572551496,0.5539717748761177
111,model.output_blocks.8.1.out_layers.3,0.42020760335028173,0.09021408232437868,0.07852582706220042,0.10088016103440345,0.09490664450451732,0.12618300132453442
112,model.output_blocks.9.0.in_layers.2,0.3236188946291804,0.014627806180973006,0.12249004395483318,0.12525465811413938,0.034411843488924204,0.03531677834689617
113,model.output_blocks.9.0.emb_layers.1,0.13566144950687886,0.33461811725941315,0.12995928005143628,0.2602067136079676,0.042584036160260436,0.12473873049020767
114,model.output_blocks.9.0.cond_emb_layers.1,0.07437130622565746,0.0,0.03134051671578431,0.034712282377592885,0.00907927903579548,0.010050232987850904
115,model.output_blocks.9.0.out_layers.3,0.3347749399393797,0.12299251067281058,0.08794152390557064,0.12045934813345965,0.042744488699827346,0.04927912633866072
116,model.output_blocks.10.0.in_layers.2,0.29495323073118923,0.008701412846456993,0.12464255995480522,0.12674475672019775,0.03709073885343969,0.03777923295274377
117,model.output_blocks.10.0.emb_layers.1,0.13566144950687886,0.33461811725941315,0.13066565076662648,0.2608106911280595,0.041631495971232654,0.11374229937791824
118,model.output_blocks.10.0.cond_emb_layers.1,0.07437130622565746,0.0,0.03151873271923371,0.03334553477569262,0.01004550772253424,0.04995745327323675
119,model.output_blocks.10.0.out_layers.3,0.24936311159282923,0.15330996454634924,0.1133033674039501,0.15285910422631094,0.03600436114706099,0.060632233042269945
120,model.output_blocks.11.0.in_layers.2,0.29768515516072513,0.04565022358355578,0.1191249758305366,0.12398609671887499,0.034379541254602373,0.05235089594498277
121,model.output_blocks.11.0.emb_layers.1,0.13566144950687886,0.33461811725941315,0.13046796225826435,0.2688850411734305,0.041916737817227843,0.11116999387741089
122,model.output_blocks.11.0.cond_emb_layers.1,0.07437130622565746,0.0,0.03224784608251123,0.03552172786078378,0.010551061950391159,0.08369812183082104
123,model.output_blocks.11.0.out_layers.3,0.19516194357536734,0.19375221938419665,0.10953623491947358,0.15868517587420428,0.04043766754213721,0.1186584597453475
124,model.output_blocks.11.1.in_layers.2,0.29120285999029877,0.03992021191938296,0.09890410691968352,0.10301127627956047,0.027064632384572178,0.028285500360652804
125,model.output_blocks.11.1.emb_layers.1,0.13566144950687886,0.33461811725941315,0.1301399120599761,0.2738138733465797,0.040371108893305065,0.10104396194219589
126,model.output_blocks.11.1.cond_emb_layers.1,0.07437130622565746,0.0,0.0319255797207932,0.035993158426585986,0.012509643111843615,0.3269786611199379
127,model.output_blocks.11.1.out_layers.3,0.35216318439692257,0.06356988902075311,0.08435370271340398,0.10617328217167145,0.3689277950534597,0.5905451849102974
128,model.output_blocks.12.0.in_layers.2,0.3368749786540866,0.053164692813300565,0.1320191332489051,0.13978325259877664,0.03670183663256466,0.0402520801872015
129,model.output_blocks.12.0.emb_layers.1,0.13566144950687886,0.33461811725941315,0.1299586685028585,0.2572877480665492,0.040953151155263184,0.10341787338256836
130,model.output_blocks.12.0.cond_emb_layers.1,0.07437130622565746,0.0,0.03192343430452703,0.03447754050546055,0.010839223091024905,0.16492800787091255
131,model.output_blocks.12.0.out_layers.3,0.2150937598384917,0.11734903006883138,0.15842152489737166,0.18995289392064363,0.20545964409131556,0.3689033277332783
132,model.output_blocks.13.0.in_layers.2,0.3288364496268332,0.08265997714779076,0.14629937809448695,0.18611710762724476,0.04218415698502213,0.05445870943367481
133,model.output_blocks.13.0.emb_layers.1,0.13566144950687886,0.33461811725941315,0.13008668880666147,0.25622888480761535,0.041416233386844394,0.11786887794733047
134,model.output_blocks.13.0.cond_emb_layers.1,0.07437130622565746,0.0,0.030780006254112913,0.03620485081519869,0.010086948748212308,0.03660347079858184
135,model.output_blocks.13.0.out_layers.3,0.15023450013250111,0.26058122679131557,0.30710661626303426,0.4531965199263855,0.08636634292546659,0.12607179023325443
136,model.output_blocks.14.0.in_layers.2,0.3905752458050847,0.01950434582149285,0.13821441019242572,0.14587183457014685,0.038042943039909,0.04000496491789818
137,model.output_blocks.14.0.emb_layers.1,0.13566144950687886,0.33461811725941315,0.1282306343078258,0.26457051954867655,0.04258981691673398,0.1338251531124115
138,model.output_blocks.14.0.cond_emb_layers.1,0.07437130622565746,0.0,0.030121321274007896,0.03665464547292504,0.010385486565064639,0.027154194423928857
139,model.output_blocks.14.0.out_layers.3,0.8183815917838365,0.34683612456549034,0.10951241664214045,0.7298468587851504,0.040779591205064206,0.20907182432711124
