model,T,num_blocks,num_layers,num_quantized_layers,bytes_per_element,weight_bytes_per_element,activation_bytes_per_element,cache_output_bytes_per_element,baseline_bytes,cached_bytes,reduction_ratio,baseline_bytes_per_step,cached_bytes_per_step,global_cim_max_dim,global_cim_max_array_size,s3_cache_storage_bytes,baseline_readable,baseline_KB,baseline_MB,baseline_GB,cached_readable,cached_KB,cached_MB,cached_GB,baseline_per_step_readable,baseline_per_step_KB,baseline_per_step_MB,baseline_per_step_GB,cached_per_step_readable,cached_per_step_KB,cached_per_step_MB,cached_per_step_GB,global_cim_max_array_size_readable,global_cim_max_array_size_K,global_cim_max_array_size_M,s3_cache_storage_readable,s3_cache_storage_KB,s3_cache_storage_MB,s3_cache_storage_GB
qdiffae,100,31,171,141,1,1,4,4,46004569600,16569625600,0.639826527145686,460045696.0,165696256.0,9216,4718592,82804736,"42.8451 GB (46,004,569,600 B)",44926337.5,43873.37646484375,42.845094203948975,"15.4317 GB (16,569,625,600 B)",16181275.0,15802.0263671875,15.431666374206543,"438.7338 MB (460,045,696 B)",449263.375,438.7337646484375,0.42845094203948975,"158.0203 MB (165,696,256 B)",161812.75,158.020263671875,0.15431666374206543,"4,718,592 cells",4718.592,4.718592,"78.9688 MB (82,804,736 B)",80864.0,78.96875,0.077117919921875
