idx,layer_name,numel,residual_mean,residual_std,residual_abs_max,residual_MAE,residual_RMSE,residual_rel_L2,residual_q99_abs,residual_q999_abs,w_lora_mean,w_lora_std,w_lora_q_mean,w_lora_q_std,ks_distance
10,model.input_blocks.3.0.cond_emb_layers.1,65536,-1.4433379647016409e-06,0.0006885682232677937,0.002521693706512451,0.0005624625482596457,0.0006885697366669774,0.008463509530784738,0.0017196930944919603,0.0022406151145696477,-0.0078039271757006645,0.08098232001066208,-0.0078053707256913185,0.08098463714122772,0.0060272216796875
11,model.input_blocks.3.0.out_layers.3,147456,-2.0173504253762076e-06,0.0011166143231093884,0.004232440143823624,0.000905949214939028,0.0011166161857545376,0.01440305905250918,0.0029371738433837946,0.0036780224926769916,-2.8366946935420856e-05,0.07752631604671478,-3.038428258150816e-05,0.07753843069076538,0.013500000000000012
12,model.input_blocks.4.0.in_layers.2,147456,-1.438647700524598e-06,0.0013618564698845148,0.006181000731885433,0.0011214244877919555,0.0013618572847917676,0.015458122641771122,0.0032916327938437486,0.005398023920133732,-0.0034101521596312523,0.0880337506532669,-0.0034115901216864586,0.08804713934659958,0.012969999999999982
13,model.input_blocks.4.0.emb_layers.1,131072,2.053909383903374e-06,0.0004142223915550858,0.0016392804682254791,0.00033698976039886475,0.0004142274847254157,0.008833715497636008,0.0010776192881166923,0.001418392595835032,-0.0015060019213706255,0.04686746001243591,-0.001503947889432311,0.046869538724422455,0.006970000000000032
14,model.input_blocks.4.0.cond_emb_layers.1,65536,-1.4267495771491667e-06,0.0006790945772081614,0.002347998321056366,0.0005642566247843206,0.0006790960323996842,0.008340881614882096,0.0016609221696853647,0.0021748570352792735,-0.00395929254591465,0.08132144063711166,-0.003960719332098961,0.08132676035165787,0.0064697265625
15,model.input_blocks.4.0.out_layers.3,147456,1.6698787703717244e-06,0.0008897245861589909,0.002755429595708847,0.0007349285297095776,0.0008897262159734964,0.012584000368263137,0.0021453823894262334,0.002545390799641623,-0.000786379911005497,0.07069858908653259,-0.0007847099332138896,0.07070234417915344,0.011819999999999997
16,model.input_blocks.5.0.in_layers.2,147456,-2.9349585020099767e-06,0.0014483435079455376,0.005312593653798103,0.0011988584883511066,0.0014483464183285832,0.016971378654259392,0.0035547107690945294,0.004904267229139812,-0.0017049390589818358,0.0853235125541687,-0.0017078738892450929,0.08533929288387299,0.014739999999999975
17,model.input_blocks.5.0.emb_layers.1,131072,5.223860739533848e-07,0.0003970539546571672,0.0014492496848106384,0.0003246492415200919,0.0003970543039031327,0.008249406278746433,0.0010289832204580305,0.0012850176526699223,-0.00046780912089161575,0.04812898859381676,-0.0004672867653425783,0.04813047870993614,0.005919999999999981
18,model.input_blocks.5.0.cond_emb_layers.1,65536,-3.6241929137759143e-06,0.000705855549313128,0.0033829808235168457,0.0005873391637578607,0.0007058648625388741,0.008389448740186807,0.001763724768534303,0.0029732847958803166,9.416013199370354e-05,0.08413716405630112,9.053597750607878e-05,0.0841367244720459,0.00634765625
19,model.input_blocks.5.0.out_layers.3,147456,-7.704102245043032e-07,0.0008079035324044526,0.002630600705742836,0.0006718660588376224,0.000807903881650418,0.011827678754585654,0.0018876140937209146,0.0024717590026557606,-0.00039149215444922447,0.06830509006977081,-0.0003922625910490751,0.06831076741218567,0.010150000000000103
20,model.input_blocks.6.0.in_layers.2,147456,6.512032086902764e-07,0.001125926268287003,0.005374804139137268,0.0009041339508257806,0.0011259265011176467,0.013378368104881522,0.003053545160219081,0.004574576485902102,-0.003098215674981475,0.08410317450761795,-0.0030975649133324623,0.0841061994433403,0.010199999999999987
21,model.input_blocks.6.0.emb_layers.1,131072,5.569580139308528e-07,0.0004080798535142094,0.001734960824251175,0.0003308182640466839,0.00040808023186400533,0.008495584953719368,0.001079873023554682,0.0015062987429555522,-0.0016983909299597144,0.048004355281591415,-0.0016978339990600944,0.04800792038440704,0.005979999999999985
22,model.input_blocks.6.0.cond_emb_layers.1,65536,1.4976510556152789e-06,0.0007960029179230332,0.0030942102894186974,0.000664154882542789,0.0007960043149068952,0.008491683813572544,0.0018160925712436442,0.0026420791260898056,-0.009156227111816406,0.0932910367846489,-0.009154729545116425,0.09329522401094437,0.005889892578125
23,model.input_blocks.6.0.out_layers.3,147456,9.070715805137297e-07,0.0010048614349216223,0.003601647913455963,0.0008173867827281356,0.0010048619005829096,0.012918199810619,0.0025690203066915294,0.0033534628525376453,0.0003511562244966626,0.07778573036193848,0.00035206321626901627,0.07778851687908173,0.011629999999999974
24,model.input_blocks.7.0.in_layers.2,294912,-6.593057264581148e-07,0.0011887784348800778,0.006144896149635315,0.0009741096291691065,0.0011887785512953997,0.013711495712812173,0.0029483303613960753,0.0046030233427882174,-0.002482181414961815,0.0866638571023941,-0.002482840558513999,0.08667469769716263,0.010409999999999975
25,model.input_blocks.7.0.emb_layers.1,262144,-9.39527780019489e-08,0.00037916412111371756,0.0017810538411140442,0.00031027907971292734,0.00037916412111371756,0.008239590149495409,0.0009680528193712237,0.001356006726622581,-0.0009914441034197807,0.04600667208433151,-0.000991538050584495,0.04600946605205536,0.006060000000000065
26,model.input_blocks.7.0.cond_emb_layers.1,131072,-1.6512794900336303e-06,0.0007524374523200095,0.003136351704597473,0.0006294028135016561,0.0007524392567574978,0.008369997484120303,0.0017724113538861263,0.0026941395848989677,-0.006366290617734194,0.08967148512601852,-0.0063679413869977,0.08967442810535431,0.006040000000000045
27,model.input_blocks.7.0.out_layers.3,589824,9.624801577956532e-07,0.0009615573799237609,0.005377765744924545,0.0007829236565157771,0.0009615578455850482,0.014492461275376596,0.002640247251838447,0.00438937808573246,-0.000926906883250922,0.06634233891963959,-0.0009259441867470741,0.06635002046823502,0.012039999999999995
28,model.input_blocks.8.0.in_layers.2,589824,-1.913735331982025e-06,0.001453211298212409,0.006169050931930542,0.0011756665771827102,0.0014532128116115928,0.01710671995703123,0.003685262631624937,0.0049477272406220655,-0.0001945408876053989,0.08494959771633148,-0.00019645462452899665,0.08496066182851791,0.013490000000000002
29,model.input_blocks.8.0.emb_layers.1,262144,-4.1958978158618265e-07,0.00036912562791258097,0.0021145492792129517,0.0002983984595630318,0.0003691258898470551,0.007525437801433613,0.0009859777987003332,0.0016530624106526348,-0.0005892989574931562,0.04904688149690628,-0.0005897184601053596,0.04904890060424805,0.005539999999999989
30,model.input_blocks.8.0.cond_emb_layers.1,131072,4.919878620057716e-07,0.0007846007938496768,0.0028332695364952087,0.0006589738768525422,0.0007846010266803205,0.008305009633508437,0.001810466786846518,0.0025276759155094825,-0.003587323473766446,0.09440507739782333,-0.003586831735447049,0.09440941363573074,0.006220000000000003
31,model.input_blocks.8.0.out_layers.3,589824,3.361135725299391e-07,0.0008763658697716892,0.004370555281639099,0.000732415122911334,0.0008763660443946719,0.013136415625831562,0.002121659973636274,0.003278552565723666,-0.0006182445795275271,0.06670985370874405,-0.0006179083720780909,0.06671435385942459,0.01146999999999998
